Protein ID,Protein Group,SubGroup,Protein,Entry Name,Gene Names,Protein Length,Coverage,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Unique Stripped Peptides,Summarized Total Spectral Count,Summarized Unique Spectral Count,Summarized Razor Spectral Count,Indistinguishable Proteins
Q9Y6V7,3543,a,sp|Q9Y6V7|DDX49_HUMAN,DDX49_HUMAN,DDX49,483,16.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Probable ATP-dependent RNA helicase DDX49,1.0,0.999,5,42,41,41,
Q9Y6W3,3544,a,sp|Q9Y6W3|CAN7_HUMAN,CAN7_HUMAN,CAPN7,813,24.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Calpain-7,1.0,0.999,16,68,68,68,
Q9Y6W5,3545,a,sp|Q9Y6W5|WASF2_HUMAN,WASF2_HUMAN,WASF2,498,26.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Wiskott-Aldrich syndrome protein family member 2,1.0,0.999,12,153,138,153,
Q9Y6Y8,3546,a,sp|Q9Y6Y8|S23IP_HUMAN,S23IP_HUMAN,SEC23IP,1000,29.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,SEC23-interacting protein,1.0,0.999,23,296,296,296,
A0AV96,3548,a,sp|A0AV96|RBM47_HUMAN,RBM47_HUMAN,RBM47,593,39.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,RNA-binding protein 47,1.0,0.999,13,143,136,143,
Q8TBY0,3548,b,sp|Q8TBY0|RBM46_HUMAN,RBM46_HUMAN,RBM46,533,6.6,Homo sapiens OX=9606,2:Experimental evidence at transcript level,Probable RNA-binding protein 46,0.9961,0.999,3,8,1,1,
A0FGR8,3549,a,sp|A0FGR8|ESYT2_HUMAN,ESYT2_HUMAN,ESYT2,921,44.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Extended synaptotagmin-2,1.0,0.999,29,560,551,560,
A1A4S6,3550,a,sp|A1A4S6|RHG10_HUMAN,RHG10_HUMAN,ARHGAP10,786,4.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Rho GTPase-activating protein 10,1.0,0.999,3,5,5,5,
A6NCE7,3551,a,sp|A6NCE7|MP3B2_HUMAN,MP3B2_HUMAN,MAP1LC3B2,125,22.4,Homo sapiens OX=9606,2:Experimental evidence at transcript level,Microtubule-associated proteins 1A/1B light chain 3 beta 2,1.0,0.999,3,56,56,56,sp|Q9GZQ8|MLP3B_HUMAN
A6NHX0,3552,a,sp|A6NHX0|CAST2_HUMAN,CAST2_HUMAN,CASTOR2,329,16.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Cytosolic arginine sensor for mTORC1 subunit 2,1.0,0.999,4,21,21,21,
A6ZKI3,3553,a,sp|A6ZKI3|RTL8C_HUMAN,RTL8C_HUMAN,RTL8C,113,44.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Retrotransposon Gag-like protein 8C,1.0,0.999,5,60,50,60,
A8CG34,3554,a,sp|A8CG34|P121C_HUMAN,P121C_HUMAN,POM121C,1229,12.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Nuclear envelope pore membrane protein POM 121C,1.0,0.999,7,41,17,41,
Q96HA1,3554,b,sp|Q96HA1|P121A_HUMAN,P121A_HUMAN,POM121,1249,9.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Nuclear envelope pore membrane protein POM 121,0.9999,0.999,6,28,4,4,
C4AMC7,3555,a,sp|C4AMC7|WASH3_HUMAN,WASH3_HUMAN,WASH3P,463,15.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Putative WAS protein family homolog 3,1.0,0.999,7,30,8,30,sp|Q6VEQ5|WASH2_HUMAN
E9PAV3,3556,a,sp|E9PAV3|NACAM_HUMAN,NACAM_HUMAN,NACA,2078,6.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",1.0,0.999,13,171,122,171,
Q9BZK3,3556,b,sp|Q9BZK3|NACP4_HUMAN,NACP4_HUMAN,NACA4P,213,17.4,Homo sapiens OX=9606,5:Protein uncertain,Putative nascent polypeptide-associated complex subunit alpha-like protein,0.9999,0.999,4,52,3,3,
O00139,3557,a,sp|O00139|KIF2A_HUMAN,KIF2A_HUMAN,KIF2A,706,21.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Kinesin-like protein KIF2A,1.0,0.999,15,69,67,69,
O00148,3558,a,sp|O00148|DX39A_HUMAN,DX39A_HUMAN,DDX39A,427,50.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,ATP-dependent RNA helicase DDX39A,1.0,0.999,25,464,198,198,
Q13838,3558,b,sp|Q13838|DX39B_HUMAN,DX39B_HUMAN,DDX39B,428,53.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Spliceosome RNA helicase DDX39B,1.0,0.999,24,496,230,496,
O00178,3559,a,sp|O00178|GTPB1_HUMAN,GTPB1_HUMAN,GTPBP1,669,14.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,GTP-binding protein 1,1.0,0.999,9,90,90,90,
O00186,3560,a,sp|O00186|STXB3_HUMAN,STXB3_HUMAN,STXBP3,592,30.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Syntaxin-binding protein 3,1.0,0.999,19,203,189,203,
O00203,3561,a,sp|O00203|AP3B1_HUMAN,AP3B1_HUMAN,AP3B1,1094,43.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,AP-3 complex subunit beta-1,1.0,0.999,44,676,657,676,
O00232,3562,a,sp|O00232|PSD12_HUMAN,PSD12_HUMAN,PSMD12,456,52.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,26S proteasome non-ATPase regulatory subunit 12,1.0,0.999,24,425,403,425,
O00291,3563,a,sp|O00291|HIP1_HUMAN,HIP1_HUMAN,HIP1,1037,31.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Huntingtin-interacting protein 1,1.0,0.999,26,117,106,117,
O00410,3564,a,sp|O00410|IPO5_HUMAN,IPO5_HUMAN,IPO5,1097,46.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Importin-5,1.0,0.999,37,868,797,868,
O60518,3564,b,sp|O60518|RNBP6_HUMAN,RNBP6_HUMAN,RANBP6,1105,9.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ran-binding protein 6,1.0,0.999,9,103,32,32,
O00469,3565,a,sp|O00469|PLOD2_HUMAN,PLOD2_HUMAN,PLOD2,737,40.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",1.0,0.999,28,449,418,428,
O00471,3566,a,sp|O00471|EXOC5_HUMAN,EXOC5_HUMAN,EXOC5,708,29.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Exocyst complex component 5,1.0,0.999,16,140,140,140,
O00499,3567,a,sp|O00499|BIN1_HUMAN,BIN1_HUMAN,BIN1,593,43.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Myc box-dependent-interacting protein 1,1.0,0.999,21,257,257,257,
O00505,3568,a,sp|O00505|IMA4_HUMAN,IMA4_HUMAN,KPNA3,521,28.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Importin subunit alpha-4,1.0,0.999,13,206,114,206,
O00629,3568,b,sp|O00629|IMA3_HUMAN,IMA3_HUMAN,KPNA4,521,29.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Importin subunit alpha-3,1.0,0.999,12,182,90,90,
O00515,3569,a,sp|O00515|LAD1_HUMAN,LAD1_HUMAN,LAD1,517,45.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ladinin-1,1.0,0.999,17,138,138,138,
O00560,3570,a,sp|O00560|SDCB1_HUMAN,SDCB1_HUMAN,SDCBP,298,51.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Syntenin-1,1.0,0.999,12,298,298,298,
O00562,3571,a,sp|O00562|PITM1_HUMAN,PITM1_HUMAN,PITPNM1,1244,10.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Membrane-associated phosphatidylinositol transfer protein 1,1.0,0.999,11,33,33,33,
O14602,3572,a,sp|O14602|IF1AY_HUMAN,IF1AY_HUMAN,EIF1AY,144,53.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Eukaryotic translation initiation factor 1A, Y-chromosomal",1.0,0.999,7,171,171,171,
O14656,3573,a,sp|O14656|TOR1A_HUMAN,TOR1A_HUMAN,TOR1A,332,24.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Torsin-1A,1.0,0.999,8,68,63,68,
Q5JU69,3573,b,sp|Q5JU69|TOR2A_HUMAN,TOR2A_HUMAN,TOR2A,321,4.0,Homo sapiens OX=9606,2:Experimental evidence at transcript level,Torsin-2A,0.9961,0.999,2,8,3,3,
O14672,3574,a,sp|O14672|ADA10_HUMAN,ADA10_HUMAN,ADAM10,748,19.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Disintegrin and metalloproteinase domain-containing protein 10,1.0,0.999,13,70,70,70,
O14732,3575,a,sp|O14732|IMPA2_HUMAN,IMPA2_HUMAN,IMPA2,288,28.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Inositol monophosphatase 2,1.0,0.999,9,105,100,101,
O94887,3575,b,sp|O94887|FARP2_HUMAN,FARP2_HUMAN,FARP2,1054,2.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,"FERM, ARHGEF and pleckstrin domain-containing protein 2",0.9924,0.999,3,9,8,8,
O14737,3576,a,sp|O14737|PDCD5_HUMAN,PDCD5_HUMAN,PDCD5,125,67.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Programmed cell death protein 5,1.0,0.999,9,110,110,110,
O14818,3577,a,sp|O14818|PSA7_HUMAN,PSA7_HUMAN,PSMA7,248,59.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Proteasome subunit alpha type-7,1.0,0.999,18,474,474,474,
O14874,3578,a,sp|O14874|BCKD_HUMAN,BCKD_HUMAN,BCKDK,412,25.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",1.0,0.999,7,44,43,44,
O14908,3579,a,sp|O14908|GIPC1_HUMAN,GIPC1_HUMAN,GIPC1,333,57.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,PDZ domain-containing protein GIPC1,1.0,0.999,15,202,184,202,
O14925,3580,a,sp|O14925|TIM23_HUMAN,TIM23_HUMAN,TIMM23,209,53.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Mitochondrial import inner membrane translocase subunit Tim23,1.0,0.999,5,99,99,99,
O14964,3581,a,sp|O14964|HGS_HUMAN,HGS_HUMAN,HGS,777,18.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Hepatocyte growth factor-regulated tyrosine kinase substrate,1.0,0.999,13,132,132,132,
O14974,3582,a,sp|O14974|MYPT1_HUMAN,MYPT1_HUMAN,PPP1R12A,1030,35.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein phosphatase 1 regulatory subunit 12A,1.0,0.999,43,466,465,465,
O15031,3583,a,sp|O15031|PLXB2_HUMAN,PLXB2_HUMAN,PLXNB2,1838,20.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Plexin-B2,1.0,0.999,27,231,231,231,
O15061,3584,a,sp|O15061|SYNEM_HUMAN,SYNEM_HUMAN,SYNM,1565,18.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Synemin,1.0,0.999,21,63,63,63,
O15270,3585,a,sp|O15270|SPTC2_HUMAN,SPTC2_HUMAN,SPTLC2,562,43.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Serine palmitoyltransferase 2,1.0,0.999,16,147,147,147,
O15355,3586,a,sp|O15355|PPM1G_HUMAN,PPM1G_HUMAN,PPM1G,546,53.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein phosphatase 1G,1.0,0.999,24,445,445,445,
Q9UJA5,3586,b,sp|Q9UJA5|TRM6_HUMAN,TRM6_HUMAN,TRMT6,497,39.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,1.0,0.999,15,184,183,184,
O15357,3587,a,sp|O15357|SHIP2_HUMAN,SHIP2_HUMAN,INPPL1,1258,47.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",1.0,0.999,45,450,445,450,
P19174,3587,b,sp|P19174|PLCG1_HUMAN,PLCG1_HUMAN,PLCG1,1290,26.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",1.0,0.999,26,174,173,173,
Q9NR19,3587,c,sp|Q9NR19|ACSA_HUMAN,ACSA_HUMAN,ACSS2,701,29.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Acetyl-coenzyme A synthetase, cytoplasmic",1.0,0.999,18,231,231,231,
O15397,3588,a,sp|O15397|IPO8_HUMAN,IPO8_HUMAN,IPO8,1037,26.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Importin-8,1.0,0.999,22,191,189,191,
O15551,3589,a,sp|O15551|CLD3_HUMAN,CLD3_HUMAN,CLDN3,220,16.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Claudin-3,1.0,0.999,3,19,19,19,
O43149,3590,a,sp|O43149|ZZEF1_HUMAN,ZZEF1_HUMAN,ZZEF1,2961,6.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Zinc finger ZZ-type and EF-hand domain-containing protein 1,1.0,0.999,12,18,18,18,
O43164,3591,a,sp|O43164|PJA2_HUMAN,PJA2_HUMAN,PJA2,708,7.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,E3 ubiquitin-protein ligase Praja-2,1.0,0.999,3,19,18,19,
O43166,3592,a,sp|O43166|SI1L1_HUMAN,SI1L1_HUMAN,SIPA1L1,1804,13.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Signal-induced proliferation-associated 1-like protein 1,1.0,0.999,18,82,82,82,
O43251,3593,a,sp|O43251|RFOX2_HUMAN,RFOX2_HUMAN,RBFOX2,390,31.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,RNA binding protein fox-1 homolog 2,1.0,0.999,9,85,56,85,
O43293,3594,a,sp|O43293|DAPK3_HUMAN,DAPK3_HUMAN,DAPK3,454,14.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Death-associated protein kinase 3,1.0,0.999,6,30,29,30,
O43314,3595,a,sp|O43314|VIP2_HUMAN,VIP2_HUMAN,PPIP5K2,1243,11.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2,1.0,0.999,10,37,37,37,
O43318,3596,a,sp|O43318|M3K7_HUMAN,M3K7_HUMAN,MAP3K7,606,9.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Mitogen-activated protein kinase kinase kinase 7,1.0,0.999,5,19,18,19,
O43464,3597,a,sp|O43464|HTRA2_HUMAN,HTRA2_HUMAN,HTRA2,458,30.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Serine protease HTRA2, mitochondrial",1.0,0.999,9,96,79,79,
O43488,3598,a,sp|O43488|ARK72_HUMAN,ARK72_HUMAN,AKR7A2,359,38.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Aflatoxin B1 aldehyde reductase member 2,1.0,0.999,13,183,183,183,
O43491,3599,a,sp|O43491|E41L2_HUMAN,E41L2_HUMAN,EPB41L2,1005,52.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Band 4.1-like protein 2,1.0,0.999,44,441,441,441,
O43633,3600,a,sp|O43633|CHM2A_HUMAN,CHM2A_HUMAN,CHMP2A,222,41.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Charged multivesicular body protein 2a,1.0,0.999,14,152,126,152,
Q96PC5,3600,b,sp|Q96PC5|MIA2_HUMAN,MIA2_HUMAN,MIA2,1412,5.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Melanoma inhibitory activity protein 2,1.0,0.999,8,21,16,17,
O43670,3601,a,sp|O43670|ZN207_HUMAN,ZN207_HUMAN,ZNF207,478,15.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,BUB3-interacting and GLEBS motif-containing protein ZNF207,1.0,0.999,7,52,52,52,
O43681,3602,a,sp|O43681|ASNA_HUMAN,ASNA_HUMAN,ASNA1,348,49.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,ATPase ASNA1,1.0,0.999,15,251,242,251,
O95749,3602,b,sp|O95749|GGPPS_HUMAN,GGPPS_HUMAN,GGPS1,300,19.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Geranylgeranyl pyrophosphate synthase,1.0,0.9988,5,6,5,5,
O43760,3603,a,sp|O43760|SNG2_HUMAN,SNG2_HUMAN,SYNGR2,224,17.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Synaptogyrin-2,1.0,0.999,4,38,38,38,
O43795,3604,a,sp|O43795|MYO1B_HUMAN,MYO1B_HUMAN,MYO1B,1136,43.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Unconventional myosin-Ib,1.0,0.999,47,716,687,694,
O43818,3605,a,sp|O43818|U3IP2_HUMAN,U3IP2_HUMAN,RRP9,475,30.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,U3 small nucleolar RNA-interacting protein 2,1.0,0.999,13,215,215,215,
O43929,3606,a,sp|O43929|ORC4_HUMAN,ORC4_HUMAN,ORC4,436,20.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Origin recognition complex subunit 4,1.0,0.999,7,45,45,45,
O60216,3607,a,sp|O60216|RAD21_HUMAN,RAD21_HUMAN,RAD21,631,36.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Double-strand-break repair protein rad21 homolog,1.0,0.999,14,186,186,186,
O60218,3608,a,sp|O60218|AK1BA_HUMAN,AK1BA_HUMAN,AKR1B10,316,23.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Aldo-keto reductase family 1 member B10,1.0,0.999,5,24,24,24,
O60231,3609,a,sp|O60231|DHX16_HUMAN,DHX16_HUMAN,DHX16,1041,23.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16,1.0,0.999,20,162,135,135,
O60264,3610,a,sp|O60264|SMCA5_HUMAN,SMCA5_HUMAN,SMARCA5,1052,53.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,1.0,0.999,58,685,452,685,
P28370,3610,b,sp|P28370|SMCA1_HUMAN,SMCA1_HUMAN,SMARCA1,1054,35.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Probable global transcription activator SNF2L1,1.0,0.999,39,343,111,111,
P22234,3610,c,sp|P22234|PUR6_HUMAN,PUR6_HUMAN,PAICS,425,51.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Multifunctional protein ADE2,1.0,0.999,27,525,501,501,
O60271,3611,a,sp|O60271|JIP4_HUMAN,JIP4_HUMAN,SPAG9,1321,45.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,C-Jun-amino-terminal kinase-interacting protein 4,1.0,0.999,49,620,611,620,
O60437,3612,a,sp|O60437|PEPL_HUMAN,PEPL_HUMAN,PPL,1756,41.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Periplakin,1.0,0.999,67,419,415,419,
Q6NUQ1,3612,b,sp|Q6NUQ1|RINT1_HUMAN,RINT1_HUMAN,RINT1,792,5.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,RAD50-interacting protein 1,1.0,0.999,4,11,8,8,
O60568,3613,a,sp|O60568|PLOD3_HUMAN,PLOD3_HUMAN,PLOD3,738,52.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3,1.0,0.999,33,547,547,547,
O60763,3614,a,sp|O60763|USO1_HUMAN,USO1_HUMAN,USO1,962,48.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,General vesicular transport factor p115,1.0,0.999,39,691,691,691,
O60825,3615,a,sp|O60825|F262_HUMAN,F262_HUMAN,PFKFB2,505,15.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2",1.0,0.999,7,24,22,24,
Q16877,3615,b,sp|Q16877|F264_HUMAN,F264_HUMAN,PFKFB4,469,13.9,Homo sapiens OX=9606,2:Experimental evidence at transcript level,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4",1.0,0.999,6,19,17,17,
O60828,3616,a,sp|O60828|PQBP1_HUMAN,PQBP1_HUMAN,PQBP1,265,43.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Polyglutamine-binding protein 1,1.0,0.999,9,129,126,129,
O60841,3617,a,sp|O60841|IF2P_HUMAN,IF2P_HUMAN,EIF5B,1220,45.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Eukaryotic translation initiation factor 5B,1.0,0.999,58,851,851,851,
Q8WWI1,3617,b,sp|Q8WWI1|LMO7_HUMAN,LMO7_HUMAN,LMO7,1683,28.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,LIM domain only protein 7,1.0,0.999,39,161,161,161,
Q13442,3617,c,sp|Q13442|HAP28_HUMAN,HAP28_HUMAN,PDAP1,181,48.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,28 kDa heat- and acid-stable phosphoprotein,1.0,0.999,13,191,191,191,
P46100,3617,d,sp|P46100|ATRX_HUMAN,ATRX_HUMAN,ATRX,2492,4.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Transcriptional regulator ATRX,1.0,0.999,10,43,43,43,
Q8N3X1,3617,e,sp|Q8N3X1|FNBP4_HUMAN,FNBP4_HUMAN,FNBP4,1017,10.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Formin-binding protein 4,1.0,0.999,9,10,10,10,
O60869,3618,a,sp|O60869|EDF1_HUMAN,EDF1_HUMAN,EDF1,148,60.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Endothelial differentiation-related factor 1,1.0,0.999,10,72,72,72,
O60885,3619,a,sp|O60885|BRD4_HUMAN,BRD4_HUMAN,BRD4,1362,16.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Bromodomain-containing protein 4,1.0,0.999,20,106,83,106,
Q15059,3619,b,sp|Q15059|BRD3_HUMAN,BRD3_HUMAN,BRD3,726,10.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Bromodomain-containing protein 3,0.9999,0.999,6,18,6,6,
O60941,3620,a,sp|O60941|DTNB_HUMAN,DTNB_HUMAN,DTNB,627,11.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Dystrobrevin beta,0.9812,0.999,5,3,1,3,
O75044,3621,a,sp|O75044|SRGP2_HUMAN,SRGP2_HUMAN,SRGAP2,1071,13.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,SLIT-ROBO Rho GTPase-activating protein 2,1.0,0.999,12,74,7,74,
O75131,3622,a,sp|O75131|CPNE3_HUMAN,CPNE3_HUMAN,CPNE3,537,34.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Copine-3,1.0,0.999,19,361,333,361,
Q96FN4,3622,b,sp|Q96FN4|CPNE2_HUMAN,CPNE2_HUMAN,CPNE2,548,13.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Copine-2,1.0,0.999,6,70,42,42,
Q86YQ8,3622,c,sp|Q86YQ8|CPNE8_HUMAN,CPNE8_HUMAN,CPNE8,564,9.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Copine-8,1.0,0.999,4,39,2,11,
O75146,3623,a,sp|O75146|HIP1R_HUMAN,HIP1R_HUMAN,HIP1R,1068,30.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Huntingtin-interacting protein 1-related protein,1.0,0.999,28,105,90,95,
O75153,3624,a,sp|O75153|CLU_HUMAN,CLU_HUMAN,CLUH,1309,40.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Clustered mitochondria protein homolog,1.0,0.999,42,383,383,383,
O75165,3625,a,sp|O75165|DJC13_HUMAN,DJC13_HUMAN,DNAJC13,2243,36.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,DnaJ homolog subfamily C member 13,1.0,0.999,62,763,758,763,
Q03167,3625,b,sp|Q03167|TGBR3_HUMAN,TGBR3_HUMAN,TGFBR3,851,19.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Transforming growth factor beta receptor type 3,1.0,0.999,13,107,102,102,
O75323,3626,a,sp|O75323|NIPS2_HUMAN,NIPS2_HUMAN,NIPSNAP2,286,16.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein NipSnap homolog 2,1.0,0.999,6,101,71,71,
O75376,3627,a,sp|O75376|NCOR1_HUMAN,NCOR1_HUMAN,NCOR1,2440,7.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Nuclear receptor corepressor 1,1.0,0.999,16,41,39,39,
Q5T0F9,3627,b,sp|Q5T0F9|C2D1B_HUMAN,C2D1B_HUMAN,CC2D1B,858,19.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Coiled-coil and C2 domain-containing protein 1B,1.0,0.999,10,26,26,26,
O75400,3628,a,sp|O75400|PR40A_HUMAN,PR40A_HUMAN,PRPF40A,957,28.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Pre-mRNA-processing factor 40 homolog A,1.0,0.999,29,489,487,489,
O75436,3629,a,sp|O75436|VP26A_HUMAN,VP26A_HUMAN,VPS26A,327,66.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Vacuolar protein sorting-associated protein 26A,1.0,0.999,20,315,289,315,
O75475,3630,a,sp|O75475|PSIP1_HUMAN,PSIP1_HUMAN,PSIP1,530,41.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,PC4 and SFRS1-interacting protein,1.0,0.999,22,207,186,186,
Q7Z4V5,3630,b,sp|Q7Z4V5|HDGR2_HUMAN,HDGR2_HUMAN,HDGFL2,671,33.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Hepatoma-derived growth factor-related protein 2,1.0,0.999,23,254,233,233,
P51858,3630,c,sp|P51858|HDGF_HUMAN,HDGF_HUMAN,HDGF,240,70.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Hepatoma-derived growth factor,1.0,0.999,18,387,366,387,
O75494,3631,a,sp|O75494|SRS10_HUMAN,SRS10_HUMAN,SRSF10,262,34.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Serine/arginine-rich splicing factor 10,1.0,0.999,14,214,214,214,
O75935,3632,a,sp|O75935|DCTN3_HUMAN,DCTN3_HUMAN,DCTN3,186,26.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Dynactin subunit 3,1.0,0.999,7,21,19,21,
O75962,3633,a,sp|O75962|TRIO_HUMAN,TRIO_HUMAN,TRIO,3097,14.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Triple functional domain protein,1.0,0.999,32,135,135,135,
O75964,3634,a,sp|O75964|ATP5L_HUMAN,ATP5L_HUMAN,ATP5MG,103,53.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,"ATP synthase subunit g, mitochondrial",1.0,0.999,7,89,89,89,
O76054,3635,a,sp|O76054|S14L2_HUMAN,S14L2_HUMAN,SEC14L2,403,32.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,SEC14-like protein 2,1.0,0.999,10,84,84,84,
